0	10	0	5e-07
0.0001	10	-0.0049985	5e-07
0.0002	10	-0.00999399	0
0.0003	10	-0.0149865	5e-07
0.0004	10	-0.019976	0
0.0005	9.99999	-0.0249624	0
0.0006	9.99999	-0.0299459	0
0.0007	9.99999	-0.0349264	5e-07
0.0008	9.99998	-0.0399039	5e-07
0.0009	9.99998	-0.0448783	5e-07
0.001	9.99998	-0.0498498	5e-07
0.0011	9.99997	-0.0548183	5e-07
0.0012	9.99996	-0.0597838	0
0.0013	9.99996	-0.0647463	5e-07
0.0014	9.99995	-0.0697058	5e-07
0.0015	9.99994	-0.0746623	0
0.0016	9.99994	-0.0796159	5e-07
0.0017	9.99993	-0.0845664	5e-07
0.0018	9.99992	-0.089514	5e-07
0.0019	9.99991	-0.0944586	5e-07
0.002	9.9999	-0.0994002	0
0.0021	9.99989	-0.104339	0
0.0022	9.99988	-0.109274	0
0.0023	9.99987	-0.114207	0
0.0024	9.99986	-0.119137	5e-07
0.0025	9.99984	-0.124064	5e-07
0.0026	9.99983	-0.128987	1.6e-06
0.0027	9.99982	-0.133908	1e-06
0.0028	9.99981	-0.138826	1.1e-06
0.0029	9.99979	-0.143741	1e-06
0.003	9.99978	-0.148653	5e-07
0.0031	9.99976	-0.153562	5e-07
0.0032	9.99975	-0.158468	5e-07
0.0033	9.99973	-0.16337	5e-07
0.0034	9.99971	-0.168271	1.1e-06
0.0035	9.9997	-0.173168	5e-07
0.0036	9.99968	-0.178062	5e-07
0.0037	9.99966	-0.182953	1e-06
0.0038	9.99964	-0.187841	1.1e-06
0.0039	9.99962	-0.192726	5e-07
0.004	9.9996	-0.197609	1e-06
0.0041	9.99958	-0.202488	1e-06
0.0042	9.99956	-0.207364	1e-06
0.0043	9.99954	-0.212238	5e-07
0.0044	9.99952	-0.217109	1e-06
0.0045	9.9995	-0.221976	1.1e-06
0.0046	9.99948	-0.226841	1e-06
0.0047	9.99945	-0.231702	1e-06
0.0048	9.99943	-0.236561	5e-07
0.0049	9.99941	-0.241417	5e-07
0.005	9.99938	-0.24627	1.1e-06
0.0051	9.99936	-0.25112	5e-07
0.0052	9.99933	-0.255967	5e-07
0.0053	9.99931	-0.260811	1e-06
0.0054	9.99928	-0.265652	1.1e-06
0.0055	9.99925	-0.27049	5e-07
0.0056	9.99922	-0.275326	1e-06
0.0057	9.9992	-0.280158	5e-07
0.0058	9.99917	-0.284988	1e-06
0.0059	9.99914	-0.289814	1.1e-06
0.006	9.99911	-0.294638	5e-07
0.0061	9.99908	-0.299459	5e-07
0.0062	9.99905	-0.304276	5e-07
0.0063	9.99902	-0.309091	5e-07
0.0064	9.99899	-0.313903	5e-07
0.0065	9.99896	-0.318712	1e-06
0.0066	9.99893	-0.323518	1.1e-06
0.0067	9.99889	-0.328322	5e-07
0.0068	9.99886	-0.333122	1.1e-06
0.0069	9.99883	-0.337919	5e-07
0.007	9.99879	-0.342714	5e-07
0.0071	9.99876	-0.347506	1e-06
0.0072	9.99872	-0.352294	1e-06
0.0073	9.99869	-0.35708	1e-06
0.0074	9.99865	-0.361863	5e-07
0.0075	9.99861	-0.366643	5e-07
0.0076	9.99858	-0.37142	6e-07
0.0077	9.99854	-0.376194	5e-07
0.0078	9.9985	-0.380966	1.1e-06
0.0079	9.99846	-0.385734	1e-06
0.008	9.99843	-0.3905	5e-07
0.0081	9.99839	-0.395263	1e-06
0.0082	9.99835	-0.400022	1e-06
0.0083	9.99831	-0.404779	1e-06
0.0084	9.99827	-0.409533	5e-07
0.0085	9.99822	-0.414284	5e-07
0.0086	9.99818	-0.419033	5e-07
0.0087	9.99814	-0.423778	1e-06
0.0088	9.9981	-0.42852	1e-06
0.0089	9.99805	-0.43326	1.1e-06
0.009	9.99801	-0.437997	5e-07
0.0091	9.99797	-0.442731	1.1e-06
0.0092	9.99792	-0.447462	1e-06
